,,error_angle_mean,error_angle_median,error_angle_25,error_angle_75,error_angle_95,error_angle_std,error_angle_S2,error_vgp_scatter,n_tot,N,n0,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers,total_simulations
101,0,2.1520196453804674,2.040961008912518,1.3028392369655784,2.849200723196919,4.118419268719868,1.0961180845117289,5.832423114326095,11.394194105491898,160,160,1,20,30.0,0.0,0.0,G,,False,5000
102,0,3.478387750168123,3.260055324853411,2.1034490521672247,4.581552726821364,6.911057570966014,1.8404005476844771,15.485578101601789,4.106152351264123,170,34,5,20,30.0,0.0,0.6000000000000001,G,,True,5000
103,0,2.527634494828455,2.3989950084146727,1.5677729167692611,3.3230822441794885,4.837582392542872,1.282784069602939,8.034142001679932,35.76921208193795,260,260,1,20,30.0,0.0,0.2,G,,False,5000
104,0,2.923918065168693,2.7168890018194105,1.766031856721547,3.899413005190688,5.763875692889792,1.5442782594596793,10.933615235391123,2.132408844852701,135,27,5,20,30.0,0.0,0.0,G,,True,5000
105,0,12.47656877244355,10.912199972831843,6.89942740448932,16.242436503830515,26.979620783548622,7.787088200777008,216.29138323166472,57.699555111721345,35,35,1,20,30.0,0.0,0.5,G,,False,5000
106,0,2.2678027255870883,2.134491338648992,1.3849989777750267,3.000046317204781,4.447860279590822,1.1756624772545867,6.524835026152533,1.6522717190791332,220,44,5,20,30.0,0.0,0.0,G,,True,5000
107,0,3.9943962500744026,3.6939559405815032,2.394858696164654,5.284499125318167,7.9132205338631065,2.119009451702041,20.444504418799752,3.6033549242396163,95,19,5,20,30.0,0.0,0.4,G,,True,5000
108,0,1.804229503892084,1.741440807670557,1.1850578385154797,2.3475059534522806,3.293408986259017,0.8478618248168218,3.973970002761591,11.376006937831876,280,280,1,20,30.0,0.0,0.0,G,,False,5000
109,0,5.749546684063165,5.320450766348927,3.3486321001781647,7.670968472019322,11.564862821945677,3.1803917269804094,43.17015563095976,63.96284002088668,280,280,1,20,30.0,0.0,0.6000000000000001,G,,False,5000
110,0,2.348155524311274,2.2132554988985405,1.4252580038374525,3.1270356556081893,4.55110920833906,1.2365031897677043,7.0424687166316,1.8661709540394482,235,47,5,20,30.0,0.0,0.2,G,,True,5000
111,0,3.138194380342954,2.9456061739615578,1.898575388097722,4.149101224176206,6.184778685002422,1.6551495148662263,12.587235981394691,44.09122447396047,235,235,1,20,30.0,0.0,0.30000000000000004,G,,False,5000
112,0,3.042221648382841,2.8766091677115213,1.8767449739063338,4.034109326704943,5.9614383280996845,1.5794974715230445,11.749425857984392,44.10625737857591,255,255,1,20,30.0,0.0,0.30000000000000004,G,,False,5000
